                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r25.12.1"                               "gfortran"                                 "13.3.0"                  "aarch64-macos-25.12.1"                                 "CRMATH"                               "20260128"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     305                                     1058                  1.0776814201354764E+007                  2.9846672948653543E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  2.2736444064465493E+000                  1.5135725669596267E-001                  7.8128078805084211E-008                  3.4682801541336467E-001                  3.1624772159584502E-001                  1.5135725669596267E-001                  7.8128078805084211E-008                  3.4682801541336467E-001                  3.1624772159584502E-001                  4.5747624261309223E+000                  3.7563186465496685E+004                  4.5747624261309232E+000                 -1.7829815673280653E+001                 -9.8999999999999986E+001                  4.5747624261309223E+000                  3.7563186465496685E+004                  8.8236747313698938E-001                  4.5746742332653474E+000                 -1.7829815673280653E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3996359988641212E+033                  1.0933131920244621E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444843993E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4204136934736802E+000                  4.6285988177321702E+000                  9.9612518278322137E-001                  3.6219085207923714E+000                  0.0000000000000000E+000                  1.6912081198432070E+001                  1.2826225493630339E+000                  7.7202263609366168E+000                  1.3382234370744155E+000                  5.0035426035029440E-001                  4.0501389744731737E+000                  7.0852070058857882E-004                  9.7990704282518026E-001                  2.5728566286594968E-004                  2.0318795730909258E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5740807000832495E+000                  7.1271623351166742E+000                                        0                                        5 
                                     310                                     1096                  1.0782075996259863E+007                  2.8522997479364349E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  1.7059586356653909E+000                  1.1331171406668838E-001                  7.8128079027128816E-008                  3.5700908445245561E-001                  3.1624771575899069E-001                  1.1331171406668838E-001                  7.8128079027128816E-008                  3.5700908445245561E-001                  3.1624771575899069E-001                  4.5377688118932138E+000                  3.4496005776353879E+004                  4.5377688118932138E+000                 -1.6241036735300824E+001                 -9.8999999999999986E+001                  4.5377688118932138E+000                  3.4496005776353879E+004                  1.1024093203381637E+000                  4.5376094059460019E+000                 -1.6241036735300824E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.4324511770538787E+033                  1.1487899317401076E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444844011E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4282583361255483E+000                  4.6396724802498017E+000                  9.8597272873829978E-001                  3.6422134288822146E+000                  0.0000000000000000E+000                  1.7078071798304524E+001                  1.4243153755158477E+000                  7.7540020964638083E+000                  1.3395902080416395E+000                  5.0004896382405650E-001                  4.0576513904929126E+000                  9.7927648113015254E-005                  9.8052091503988192E-001                  2.7641715074306803E-004                  2.0246331000942498E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5721814888854775E+000                  7.1290720239763674E+000                                        0                                        5 
                                     315                                     1152                  1.0783989969096817E+007                  2.3677496828961528E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  7.4051673252152250E-001                  4.8241089794359038E-002                  7.8128078416506153E-008                  4.5180092419775481E-001                  4.1822842001327498E-001                  4.8241089794359038E-002                  7.8128078416506153E-008                  4.5180092419775481E-001                  4.1822842001327498E-001                  4.5578942398754849E+000                  3.6132186221591590E+004                  4.5578942398754840E+000                 -1.5240450827423890E+001                 -1.0660988584847640E+001                  4.5578942398754849E+000                  3.6132186221591590E+004                  1.7559783520628260E+000                  4.5572084180699806E+000                 -1.5240450827423890E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.5576066843157005E+033                  1.1970723658977964E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444843953E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4292675344031016E+000                  4.6419373187022703E+000                  9.8508675140942925E-001                  3.6439853835399556E+000                  0.0000000000000000E+000                  1.7208321841018552E+001                  1.5451299007215604E+000                  7.7753018187234009E+000                  1.3397980144451775E+000                  5.0000250249042200E-001                  4.0587930730601975E+000                  5.0049808439961256E-006                  9.8061531602149177E-001                  2.8518478942763872E-004                  2.0232698019441558E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5715286134355786E+000                  7.1297303602234248E+000                                        0                                        5 
                                     320                                     1134                  1.0784760424769446E+007                  2.2353821359672335E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  3.4425965092284468E-002                  3.9790478169362326E-001                  3.0261007620170982E-001                  2.8073908663139124E-001                  2.4107557515548528E-001                  3.9790478169362326E-001                  3.0261007620170982E-001                  2.8073908663139124E-001                  2.4107557515548528E-001                  4.6145401331592240E+000                  4.1166138717972608E+004                  4.6145401331592248E+000                 -1.4909191207487050E+001                 -9.8999999999999986E+001                  4.6145401331592240E+000                  4.1166138717972608E+004                  1.7587775073194654E+000                  4.6139343397459891E+000                 -1.4909191207487050E+001                  0.0000000000000000E+000                  1.9282446625542866E+033                  9.6154582461788270E+033                  1.1985805969303408E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1032541444843864E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4283575538708977E+000                  4.6423105861939362E+000                  9.8709334621966971E-001                  3.6399721939194749E+000                  0.0000000000000000E+000                  1.7265562900645904E+001                  1.6029243120016683E+000                  7.7819492481828538E+000                  1.3398089885896252E+000                  5.0000003771782364E-001                  4.0588531820214158E+000                  7.5435647305690489E-008                  9.8062043937494581E-001                  2.8634115419385491E-004                  2.0231833382395578E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5712218586508735E+000                  7.1300387465512500E+000                                        0                                        5 
                                     325                                     1171                  1.0786295853646463E+007                  2.6312883662053572E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.7830200894273686E-001                  2.8093133022495465E-001                  5.5618001877156642E-001                  4.7167715711945279E-001                  3.7830200894273686E-001                  2.8093133022495465E-001                  5.5618001877156642E-001                  4.7167715711945279E-001                  4.6374148522631264E+000                  4.3392517997269759E+004                  4.6374148522631264E+000                 -1.4337465619770940E+001                 -1.1138109839567303E+001                  4.6374148522631264E+000                  4.3392517997269759E+004                  1.8925279715818797E+000                  4.6366327051521541E+000                 -1.4337465619770940E+001                  1.2479404416040545E+033                  2.4943754091979391E+033                  9.5347987231812027E+033                  1.2009996544827968E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1001693248061200E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4242545658760859E+000                  4.6413972101500578E+000                  9.9484263418735408E-001                  3.6244736179841062E+000                  0.0000000000000000E+000                  1.7371219296286259E+001                  1.7106292127171374E+000                  7.7927649215235704E+000                  1.3398091554548230E+000                  5.0000000000122169E-001                  4.0588540920602947E+000                  2.4430902105479232E-012                  9.8062052014802015E-001                  2.8637307402338890E-004                  2.0231817463957607E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5705576939708363E+000                  7.1307065532669514E+000                                        0                                        5 
                                     330                                     1198                  1.0790116492029719E+007                  3.0271945964434814E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.5896054266913602E-001                  2.1799533267779417E-001                  4.2051708594447668E-001                  4.1721368705408768E-001                  3.5896054266913602E-001                  2.1799533267779417E-001                  4.2051708594447668E-001                  4.1721368705408768E-001                  4.6781885905329643E+000                  4.7663791986319782E+004                  4.6781885905329634E+000                 -1.2839907013633770E+001                 -9.9620185805116215E+000                  4.6781885905329643E+000                  4.7663791986319782E+004                  1.8039931526534119E+000                  4.6776079877108074E+000                 -1.2839907013633770E+001                  2.2610624926685062E+033                  3.0780398091597365E+033                  9.3364650560518314E+033                  1.1627808517034233E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1001693248061200E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4117084503391171E+000                  4.6537819549037911E+000                  1.0261272376381578E+000                  3.5619044110824989E+000                  0.0000000000000000E+000                  1.7615421778614788E+001                  1.9433742925749160E+000                  7.8236361873374314E+000                  1.3398091554602123E+000                  4.9999999999999994E-001                  4.0588540920896259E+000                  0.0000000000000000E+000                  9.8062052015067069E-001                  2.8637307526685062E-004                  2.0231817463443441E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5688159850607377E+000                  7.1324605577122409E+000                                        0                                        5 
                                     335                                     1272                  1.0795597955868671E+007                  3.0629079615372987E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.0637204714174296E-001                  2.1799532209767500E-001                  4.7073117250205343E-001                  4.1714516334072566E-001                  4.0637204714174296E-001                  2.1799532209767500E-001                  4.7073117250205343E-001                  4.1714516334072566E-001                  4.6990556200931533E+000                  5.0009857849949585E+004                  4.6990556200931204E+000                 -1.0530999782762466E+001                 -8.4271467205720274E+000                  4.6990556200931533E+000                  5.0009857849949585E+004                  9.4246061074399656E-001                  4.6989795476546492E+000                 -1.0530999782762466E+001                  3.0666877788731029E+033                  3.7091652117542752E+033                  8.6893825018640078E+033                  1.0665310342023835E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1510825821484834E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3830569371586448E+000                  4.6583161922035510E+000                  1.0856973826489831E+000                  3.4427641210608479E+000                  0.0000000000000000E+000                  1.7929738576456746E+001                  2.2215240156207590E+000                  7.8733030684140735E+000                  1.3398091554602138E+000                  4.9999999999999994E-001                  4.0588540920896410E+000                  0.0000000000000000E+000                  9.8062052015066636E-001                  2.8637307525480654E-004                  2.0231817465070045E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5660819669695281E+000                  7.1352030494621603E+000                                        0                                        5 
                                     340                                     1286                  1.0800765722160820E+007                  2.9924815028628262E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.0186325755553060E-001                  2.1799531949503162E-001                  4.6950483030046375E-001                  4.1714021919027167E-001                  4.0186325755553060E-001                  2.1799531949503162E-001                  4.6950483030046375E-001                  4.1714021919027167E-001                  4.7050937857295265E+000                  5.0710020454930520E+004                  4.7050937857284252E+000                 -7.7147162006565919E+000                 -6.9614688222746368E+000                  4.7050937857295265E+000                  5.0710020454930520E+004                  5.8522753508103431E-001                  4.7050608297250589E+000                 -7.7147162006565919E+000                  3.7344244398273412E+033                  4.1362411944254748E+033                  8.1090078523551101E+033                  9.7524824833376305E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1526259074976890E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3510458473060281E+000                  4.6694319732058265E+000                  1.1552774528553527E+000                  3.3036039806481088E+000                  0.0000000000000000E+000                  1.8210320513862545E+001                  2.4550922334084371E+000                  7.9264213289543068E+000                  1.3398091554603013E+000                  5.0000000000000011E-001                  4.0588540920904457E+000                  0.0000000000000000E+000                  9.8062052015043299E-001                  2.8637307502530241E-004                  2.0231817511116455E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5634561491435202E+000                  7.1378324930256989E+000                                        0                                        6 
                                     345                                     1304                  1.0805426774798956E+007                  2.9560342871691394E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  4.0186325755553071E-001                  2.1799530447319421E-001                  4.6950483030046397E-001                  4.1713651272365848E-001                  4.0186325755553071E-001                  2.1799530447319421E-001                  4.6950483030046397E-001                  4.1713651272365848E-001                  4.7065720602173240E+000                  5.0882924002161300E+004                  4.7065720600828316E+000                 -4.9368791331874426E+000                 -5.3774627271705233E+000                  4.7065720602173240E+000                  5.0882924002161300E+004                  3.9327608015877130E-001                  4.7065509495649946E+000                 -4.9368791331874426E+000                  4.2041371389263151E+033                  4.5323132633211759E+033                  7.6510276764072613E+033                  8.9816370168093513E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1526259074976881E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3187460038076955E+000                  4.6753516706969229E+000                  1.2228369885975670E+000                  3.1684849091636802E+000                  0.0000000000000000E+000                  1.8455826879367812E+001                  2.6514636969223826E+000                  7.9783483424615680E+000                  1.3398091554818556E+000                  4.9999999999999994E-001                  4.0588540922882563E+000                  0.0000000000000000E+000                  9.8062052008110578E-001                  2.8637313119620340E-004                  2.0231818540730184E-004                  3.4468833607861358E-003                  9.3805276451495410E-003                  7.5610696888808429E+000                  7.1402205915551082E+000                                        0                                        5 
